student_id,name,department,age,exam_score,attendance_percent,assignment_score
606,Bob Williams,Computer Science,22,52,95,63
607,Ivan Williams,Mechanical,20,87,80,57
608,Paula Garcia,Mechanical,25,85,96,62
609,Quentin Brown,Electronics,25,84,69,82
610,Helen Brown,Information Technology,19,80,66,79
611,Grace Martinez,Civil,19,62,99,87
612,Ivan Anderson,Information Technology,19,80,70,92
613,Charlie Martinez,Mechanical,23,73,75,72
614,Ivan Johnson,Computer Science,21,58,90,52
615,Bob Taylor,Computer Science,24,93,84,78
616,Kevin Smith,Civil,23,63,86,61
617,Grace Smith,Information Technology,25,90,89,80
618,Tina Anderson,Electronics,20,85,93,67
619,Helen Smith,Electronics,21,66,83,85
620,Nina Williams,Civil,22,84,64,77
621,Ivan Smith,Data Science,19,53,77,63
622,Oscar Smith,Information Technology,19,69,99,83
623,Laura Taylor,Information Technology,22,70,95,89
624,Paula Williams,Mechanical,25,81,96,55
625,David Brown,Data Science,22,99,67,80
626,David Martinez,Computer Science,22,71,74,73
627,Rachel Brown,Information Technology,21,95,90,56
628,Laura Garcia,Electronics,24,97,73,88
629,Julia Brown,Information Technology,19,53,60,93
630,Quentin Miller,Civil,23,84,75,92
631,Kevin Martinez,Mechanical,18,66,77,96
632,Julia Davis,Civil,19,90,88,80
633,Frank Anderson,Electronics,23,53,85,54
634,Laura Johnson,Civil,21,83,73,86
635,Frank Williams,Electronics,19,59,65,56
636,Charlie Taylor,Information Technology,20,79,83,81
637,Kevin Miller,Information Technology,23,58,73,90
638,Nina Miller,Civil,22,53,76,63
639,Nina Davis,Information Technology,20,96,75,55
640,Rachel Anderson,Civil,23,59,81,52
641,Steve Johnson,Data Science,18,61,61,83
642,Steve Martinez,Data Science,18,81,63,56
643,Frank Williams,Computer Science,23,58,85,54
644,Helen Williams,Data Science,22,66,89,51
645,Tina Taylor,Information Technology,23,82,94,80
646,Tina Garcia,Mechanical,20,91,68,90
647,Quentin Garcia,Computer Science,24,79,71,86
648,Laura Smith,Mechanical,25,60,97,86
649,Laura Taylor,Civil,20,65,81,86
650,Laura Johnson,Civil,25,66,62,81
651,David Miller,Data Science,18,61,64,53
652,Helen Martinez,Data Science,23,72,63,98
653,Alice Davis,Civil,24,89,74,57
654,Paula Johnson,Civil,22,54,86,61
655,Kevin Garcia,Data Science,23,81,84,100
656,Ivan Anderson,Mechanical,24,59,64,93
657,Tina Johnson,Computer Science,23,76,78,77
658,Nina Williams,Mechanical,23,51,73,57
659,Oscar Smith,Mechanical,20,52,99,91
660,Helen Taylor,Data Science,20,64,99,79
661,Frank Smith,Electronics,22,73,73,100
662,Grace Anderson,Information Technology,19,94,70,54
663,Grace Davis,Computer Science,18,57,68,88
664,Steve Smith,Data Science,23,54,83,64
665,Nina Martinez,Civil,22,59,74,70
666,David Martinez,Information Technology,20,79,98,72
667,Eva Miller,Mechanical,21,82,80,95
668,Ivan Anderson,Computer Science,18,73,95,80
669,Frank Anderson,Computer Science,24,66,94,88
670,Michael Taylor,Electronics,25,76,73,61
671,Bob Brown,Civil,24,81,66,56
672,Oscar Brown,Computer Science,18,69,70,87
673,Eva Brown,Electronics,24,97,65,51
674,Quentin Martinez,Computer Science,24,98,75,67
675,Michael Martinez,Computer Science,23,52,91,87
676,Michael Garcia,Data Science,18,86,75,98
677,Steve Smith,Electronics,21,71,100,64
678,Paula Taylor,Data Science,24,77,62,58
679,Quentin Taylor,Information Technology,21,97,79,62
680,David Davis,Data Science,25,52,90,81
681,Grace Garcia,Data Science,22,69,75,55
682,Julia Brown,Data Science,23,62,79,82
683,Michael Johnson,Civil,24,93,85,89
684,Frank Miller,Computer Science,21,63,88,86
685,Michael Smith,Mechanical,20,60,64,95
686,Julia Miller,Electronics,18,57,63,78
687,Eva Martinez,Civil,23,76,83,67
688,Rachel Miller,Civil,22,95,76,63
689,Grace Smith,Electronics,25,69,80,84
690,Steve Brown,Mechanical,25,68,79,85
691,Eva Brown,Electronics,20,55,81,54
692,Oscar Anderson,Electronics,20,57,67,62
693,Grace Smith,Civil,21,67,84,63
694,Michael Martinez,Data Science,20,80,85,66
695,David Martinez,Electronics,19,72,87,74
696,Nina Taylor,Mechanical,24,75,74,94
697,Julia Anderson,Civil,18,60,81,78
698,Rachel Martinez,Computer Science,20,73,73,54
699,Alice Brown,Data Science,23,79,62,53
700,Michael Smith,Computer Science,18,73,73,62
701,Alice Anderson,Mechanical,18,51,75,92
702,Charlie Williams,Data Science,25,57,83,76
703,Ivan Taylor,Civil,22,64,98,75
704,David Smith,Mechanical,22,65,93,86
705,Paula Anderson,Mechanical,20,63,78,99
706,Ivan Smith,Civil,19,82,91,57
707,Ivan Johnson,Data Science,21,85,84,80
708,Michael Garcia,Information Technology,18,66,82,78
709,Kevin Miller,Data Science,25,78,82,92
710,Quentin Miller,Electronics,18,89,82,75
711,Paula Garcia,Computer Science,23,80,100,69
712,Quentin Taylor,Data Science,19,60,94,56
713,Eva Brown,Mechanical,21,72,71,77
714,Rachel Garcia,Electronics,24,67,83,64
715,Oscar Anderson,Civil,20,78,64,71
716,Grace Miller,Computer Science,22,76,77,63
717,Michael Johnson,Civil,24,100,77,73
718,Quentin Martinez,Mechanical,23,93,81,82
719,Laura Anderson,Mechanical,21,61,85,69
720,Paula Taylor,Information Technology,24,52,71,76
721,Michael Martinez,Information Technology,22,78,66,77
722,Paula Davis,Mechanical,23,80,93,80
723,Steve Taylor,Computer Science,24,69,75,57
724,Kevin Brown,Mechanical,20,66,85,70
725,Paula Smith,Information Technology,21,58,93,63
726,Bob Martinez,Information Technology,23,59,63,92
727,Alice Brown,Civil,25,84,80,51
728,Frank Smith,Civil,23,73,89,90
729,Eva Williams,Information Technology,23,77,100,80
730,Laura Davis,Information Technology,22,56,93,99
731,David Smith,Information Technology,20,91,72,69
732,Grace Johnson,Mechanical,19,61,70,71
733,Helen Taylor,Civil,24,81,87,58
734,Eva Williams,Information Technology,18,69,76,75
735,Charlie Garcia,Information Technology,23,92,93,71
736,Frank Taylor,Mechanical,23,95,75,70
737,Kevin Martinez,Electronics,24,54,90,87
738,Nina Brown,Information Technology,23,77,86,87
739,Quentin Davis,Computer Science,24,53,92,51
740,Kevin Johnson,Civil,20,54,60,54
741,Alice Williams,Mechanical,22,50,72,51
742,Steve Smith,Electronics,22,100,73,78
743,Nina Martinez,Information Technology,22,56,73,76
744,Steve Brown,Information Technology,24,81,62,73
745,Kevin Johnson,Mechanical,20,56,65,90
746,Grace Smith,Data Science,21,81,77,89
747,Michael Brown,Electronics,19,93,99,100
748,Eva Miller,Data Science,25,99,91,53
749,Helen Smith,Electronics,20,75,95,72
750,Rachel Martinez,Information Technology,20,82,71,70
751,Bob Smith,Civil,18,53,71,60
752,Julia Williams,Computer Science,25,83,65,50
753,Tina Taylor,Electronics,18,80,92,89
754,Julia Taylor,Mechanical,24,98,77,52
755,Helen Brown,Mechanical,25,85,94,62
756,Rachel Smith,Information Technology,18,52,100,77
757,Laura Garcia,Data Science,18,55,79,89
758,Quentin Johnson,Information Technology,25,85,74,76
759,Paula Martinez,Data Science,25,51,78,64
760,Nina Garcia,Electronics,20,99,74,64
761,Ivan Johnson,Electronics,19,51,94,97
762,Laura Johnson,Data Science,24,62,86,98
763,Eva Martinez,Mechanical,24,85,66,68
764,Eva Anderson,Mechanical,24,64,84,84
765,Helen Johnson,Civil,25,63,86,55
766,Grace Garcia,Electronics,18,77,94,67
767,Eva Taylor,Information Technology,18,51,66,62
768,Charlie Williams,Mechanical,21,62,64,98
769,Michael Miller,Electronics,23,90,70,58
770,Quentin Anderson,Electronics,24,88,79,91
771,Steve Williams,Electronics,24,51,95,62
772,Eva Taylor,Computer Science,24,51,97,62
773,Eva Smith,Computer Science,24,92,73,79
774,David Anderson,Civil,21,99,83,64
775,Ivan Taylor,Computer Science,22,62,73,83
776,Kevin Martinez,Electronics,22,81,96,88
777,Helen Johnson,Electronics,19,73,77,85
778,Alice Garcia,Electronics,24,53,74,92
779,Grace Davis,Electronics,22,70,81,71
780,Ivan Davis,Civil,20,89,70,78
781,Alice Anderson,Computer Science,19,79,92,76
782,Frank Davis,Information Technology,22,82,64,96
783,Helen Miller,Electronics,24,98,83,88
784,Alice Johnson,Computer Science,20,99,75,72
785,Laura Martinez,Mechanical,19,57,93,78
786,Helen Anderson,Civil,23,80,76,78
787,Julia Smith,Civil,23,89,68,95
788,David Garcia,Data Science,19,73,90,81
789,Michael Martinez,Computer Science,22,77,96,84
790,Julia Taylor,Information Technology,22,90,92,65
791,Tina Williams,Civil,19,54,73,70
792,Eva Garcia,Data Science,19,68,63,65
793,Paula Taylor,Computer Science,18,85,89,57
794,Charlie Anderson,Computer Science,22,95,99,87
795,David Miller,Information Technology,24,66,80,55
796,Michael Johnson,Mechanical,23,58,80,59
797,Rachel Garcia,Mechanical,21,94,72,93
798,Kevin Martinez,Information Technology,25,72,77,96
799,Laura Johnson,Data Science,20,53,78,80
800,Eva Davis,Computer Science,21,80,65,68
801,Laura Anderson,Civil,21,64,85,70
802,Grace Davis,Civil,21,60,73,96
803,Laura Garcia,Computer Science,19,64,99,92
804,David Taylor,Civil,18,73,79,60
805,Alice Davis,Data Science,19,87,73,72
806,Kevin Garcia,Civil,21,70,77,90
807,Michael Williams,Computer Science,24,69,90,64
808,Steve Taylor,Information Technology,22,91,90,79
809,Eva Williams,Civil,23,50,72,86
810,Tina Martinez,Mechanical,19,73,84,70
811,Rachel Garcia,Mechanical,19,67,84,59
812,Helen Anderson,Information Technology,23,85,61,86
813,Ivan Miller,Data Science,21,51,97,87
814,Nina Johnson,Information Technology,19,79,91,64
815,Quentin Anderson,Electronics,24,59,69,97
816,Paula Brown,Computer Science,18,54,71,70
817,Helen Johnson,Civil,24,62,84,91
818,Oscar Johnson,Electronics,25,60,75,99
819,Quentin Johnson,Civil,25,91,86,65
820,Ivan Martinez,Information Technology,20,53,62,80
821,Eva Garcia,Information Technology,20,88,96,85
822,Alice Taylor,Civil,23,52,78,59
823,Alice Miller,Information Technology,18,98,84,96
824,Alice Brown,Mechanical,22,72,80,70
825,Laura Williams,Mechanical,19,51,95,82
826,Quentin Smith,Mechanical,24,60,72,90
827,Julia Miller,Mechanical,25,99,73,92
828,Alice Taylor,Civil,18,90,100,80
829,Steve Smith,Computer Science,25,64,68,65
830,Michael Williams,Computer Science,19,58,89,68
831,Frank Garcia,Data Science,19,72,83,65
832,Bob Taylor,Computer Science,21,50,96,76
833,Laura Davis,Electronics,18,84,89,70
834,Helen Anderson,Electronics,19,76,94,86
835,Bob Brown,Computer Science,23,61,63,80
836,Nina Garcia,Data Science,18,75,75,88
837,Quentin Martinez,Data Science,19,84,95,97
838,Laura Davis,Civil,24,73,87,65
839,Kevin Garcia,Mechanical,22,65,79,64
840,Grace Johnson,Data Science,21,97,72,51
841,Tina Anderson,Information Technology,19,65,66,87
842,Frank Williams,Mechanical,23,80,74,67
843,David Smith,Information Technology,25,100,84,68
844,Eva Johnson,Civil,21,70,98,87
845,Laura Davis,Civil,21,89,86,72
846,Bob Williams,Computer Science,24,58,62,59
847,Charlie Martinez,Civil,18,57,73,94
848,Eva Taylor,Information Technology,19,69,91,74
849,Julia Martinez,Data Science,25,86,85,74
850,Oscar Williams,Computer Science,21,81,62,61
851,Charlie Garcia,Mechanical,25,69,99,68
852,Bob Brown,Civil,21,73,86,76
853,Ivan Williams,Mechanical,24,91,97,80
854,David Brown,Information Technology,25,88,63,50
855,Oscar Williams,Data Science,19,92,68,62
856,Eva Anderson,Mechanical,21,70,79,98
857,Tina Garcia,Mechanical,22,52,80,91
858,Alice Garcia,Civil,20,55,77,67
859,Quentin Miller,Civil,23,99,80,59
860,Steve Davis,Data Science,24,85,75,91
861,Helen Johnson,Electronics,18,54,67,88
862,Laura Brown,Civil,25,99,89,78
863,Alice Taylor,Electronics,24,52,87,83
864,Nina Garcia,Civil,18,69,60,100
865,Ivan Miller,Information Technology,25,92,68,50
866,Laura Davis,Computer Science,20,60,69,63
867,David Brown,Civil,23,97,64,83
868,Charlie Martinez,Data Science,19,85,74,78
869,Paula Davis,Civil,20,58,68,66
870,Julia Anderson,Electronics,25,76,75,97
871,Rachel Johnson,Data Science,23,99,78,62
872,Frank Anderson,Civil,25,86,81,53
873,Rachel Brown,Computer Science,21,88,98,51
874,Laura Miller,Data Science,19,100,95,65
875,Oscar Brown,Information Technology,18,86,76,56
876,Ivan Anderson,Computer Science,22,96,67,53
877,Eva Davis,Information Technology,22,63,72,71
878,Bob Smith,Electronics,25,63,60,55
879,Nina Anderson,Computer Science,25,93,66,62
880,Rachel Garcia,Civil,22,61,86,52
881,Paula Anderson,Information Technology,20,55,65,95
882,Alice Miller,Civil,23,85,100,97
883,Laura Williams,Computer Science,18,89,85,53
884,Charlie Smith,Computer Science,23,79,94,77
885,Frank Miller,Mechanical,22,95,92,91
886,Grace Davis,Information Technology,24,78,67,81
887,Steve Smith,Computer Science,20,57,85,96
888,Bob Martinez,Mechanical,18,57,63,96
889,Laura Miller,Computer Science,18,58,90,97
890,Frank Martinez,Electronics,22,56,68,97
891,Steve Williams,Data Science,23,67,78,78
892,Tina Williams,Mechanical,20,92,78,86
893,Charlie Williams,Mechanical,20,50,96,70
894,Quentin Martinez,Civil,22,80,86,65
895,Laura Johnson,Mechanical,23,55,60,89
896,Bob Brown,Civil,23,86,100,64
897,Grace Davis,Computer Science,18,91,78,90
898,Grace Anderson,Electronics,24,91,88,84
899,Oscar Johnson,Information Technology,21,79,60,81
900,Oscar Smith,Computer Science,19,59,99,60
901,Paula Williams,Electronics,24,61,81,59
902,Rachel Williams,Civil,18,91,83,64
903,Laura Davis,Data Science,18,50,69,81
904,Quentin Davis,Computer Science,19,80,87,57
905,Eva Johnson,Electronics,25,90,74,56
906,Tina Martinez,Data Science,24,93,65,80
907,David Garcia,Data Science,24,50,65,77
908,Bob Smith,Civil,18,99,67,51
909,Oscar Davis,Civil,21,97,62,68
910,Oscar Brown,Data Science,21,74,83,80
911,Helen Williams,Information Technology,19,62,94,87
912,Paula Taylor,Mechanical,23,55,77,54
913,Helen Smith,Information Technology,20,82,92,57
914,Helen Martinez,Data Science,23,74,84,57
915,Frank Brown,Data Science,18,96,61,74
916,Alice Johnson,Electronics,22,92,86,86
917,Julia Williams,Electronics,23,88,68,55
918,Eva Garcia,Data Science,25,59,98,90
919,Michael Martinez,Data Science,24,88,66,83
920,Paula Martinez,Electronics,22,69,63,59
921,Kevin Johnson,Mechanical,18,59,93,89
922,David Williams,Information Technology,23,72,99,64
923,Eva Brown,Electronics,24,58,85,59
924,Paula Johnson,Information Technology,20,86,98,100
925,Oscar Martinez,Computer Science,22,91,87,81
926,Helen Anderson,Data Science,21,95,61,69
927,Steve Anderson,Data Science,24,83,97,91
928,Kevin Taylor,Civil,25,65,68,99
929,Rachel Smith,Data Science,18,76,66,64
930,Charlie Martinez,Civil,20,96,60,70
931,Quentin Davis,Mechanical,18,60,66,51
932,Rachel Anderson,Mechanical,20,78,87,66
933,Paula Davis,Computer Science,18,87,78,59
934,Ivan Taylor,Data Science,23,92,60,50
935,Eva Johnson,Data Science,23,69,87,68
936,Nina Davis,Information Technology,22,71,77,52
937,Laura Anderson,Information Technology,25,64,99,50
938,Rachel Anderson,Computer Science,24,100,77,74
939,Eva Miller,Data Science,25,65,64,77
940,Michael Taylor,Information Technology,18,93,82,96
941,Tina Johnson,Data Science,25,51,93,77
942,Grace Williams,Electronics,22,75,80,58
943,Frank Garcia,Civil,24,82,74,57
944,Tina Smith,Information Technology,23,61,92,63
945,Helen Williams,Electronics,21,88,100,67
946,Ivan Johnson,Computer Science,18,67,94,82
947,Grace Taylor,Computer Science,24,81,92,94
948,Bob Johnson,Information Technology,20,100,62,50
949,Julia Johnson,Information Technology,20,60,75,74
950,David Taylor,Computer Science,23,91,86,62
951,Charlie Johnson,Information Technology,23,73,63,50
952,Steve Davis,Mechanical,23,70,82,79
953,Julia Davis,Information Technology,23,75,70,64
954,Laura Johnson,Electronics,18,81,87,93
955,Charlie Williams,Data Science,18,61,95,83
956,Steve Brown,Civil,18,58,95,71
957,Alice Johnson,Mechanical,20,87,86,71
958,Grace Garcia,Civil,21,85,97,90
959,Steve Smith,Data Science,25,62,61,99
960,Kevin Williams,Computer Science,23,53,100,82
961,Oscar Garcia,Electronics,22,61,97,82
962,Nina Williams,Electronics,24,62,98,57
963,Oscar Martinez,Information Technology,22,86,92,50
964,David Williams,Information Technology,24,77,68,65
965,Julia Taylor,Information Technology,20,79,76,99
966,Quentin Davis,Information Technology,20,50,95,52
967,Alice Martinez,Computer Science,19,86,91,73
968,Eva Martinez,Data Science,21,97,78,53
969,Rachel Johnson,Electronics,24,76,100,73
970,Paula Garcia,Mechanical,20,100,82,97
971,Ivan Smith,Electronics,25,91,74,72
972,Tina Brown,Civil,18,76,67,65
973,Rachel Davis,Civil,21,56,66,79
974,David Miller,Computer Science,23,93,92,82
975,Ivan Taylor,Data Science,19,77,62,88
976,Grace Taylor,Electronics,25,72,85,68
977,Michael Davis,Mechanical,20,100,88,78
978,Charlie Anderson,Data Science,24,86,65,90
979,Grace Smith,Data Science,21,64,72,100
980,Nina Garcia,Computer Science,18,63,83,89
981,Ivan Smith,Electronics,22,57,77,74
982,Grace Williams,Information Technology,22,95,83,71
983,Michael Brown,Information Technology,19,50,95,82
984,Quentin Brown,Computer Science,18,91,96,70
985,Michael Davis,Mechanical,18,97,99,90
986,Eva Garcia,Electronics,25,87,67,75
987,Grace Williams,Mechanical,25,65,76,70
988,Grace Smith,Information Technology,22,80,62,54
989,Paula Smith,Computer Science,21,96,90,91
990,Julia Martinez,Electronics,20,75,68,55
991,Helen Davis,Data Science,24,93,70,86
992,Ivan Anderson,Mechanical,23,70,62,74
993,Steve Smith,Data Science,20,90,61,82
994,Kevin Martinez,Electronics,25,79,61,75
995,Helen Anderson,Civil,24,79,61,73
996,Steve Miller,Mechanical,20,80,61,77
997,Tina Miller,Information Technology,23,56,65,82
998,Frank Brown,Civil,18,79,65,96
999,Quentin Anderson,Computer Science,18,71,92,71
1000,Oscar Martinez,Computer Science,22,82,70,57
1001,Paula Williams,Information Technology,20,100,77,61
1002,Quentin Smith,Information Technology,23,74,86,65
1003,Quentin Davis,Civil,18,82,67,89
1004,Grace Smith,Computer Science,25,64,92,95
1005,Paula Brown,Information Technology,25,83,69,89
1006,Oscar Garcia,Information Technology,21,78,62,76
1007,Tina Taylor,Information Technology,21,98,62,59
1008,Ivan Taylor,Computer Science,22,92,61,85
1009,Bob Brown,Civil,23,59,63,78
1010,Michael Williams,Information Technology,20,78,86,92
1011,Laura Garcia,Data Science,24,51,98,73
1012,Kevin Anderson,Computer Science,24,83,83,75
1013,Frank Garcia,Computer Science,21,71,84,91
1014,Kevin Miller,Data Science,25,99,87,67
1015,Eva Martinez,Electronics,20,52,69,61
1016,Steve Garcia,Information Technology,23,90,76,89
1017,Alice Anderson,Data Science,22,51,88,74
1018,Eva Williams,Electronics,20,68,85,82
1019,Ivan Martinez,Information Technology,21,61,100,97
1020,David Johnson,Civil,19,92,76,56
1021,Ivan Davis,Data Science,21,71,91,54
1022,Eva Anderson,Information Technology,21,58,62,76
1023,Alice Anderson,Electronics,23,93,75,87
1024,Paula Johnson,Mechanical,21,68,79,63
1025,Michael Taylor,Mechanical,24,97,76,65
1026,Eva Smith,Data Science,20,100,90,96
1027,Frank Martinez,Civil,22,67,93,56
1028,Kevin Miller,Computer Science,22,95,76,63
1029,Tina Miller,Data Science,20,59,78,82
1030,Frank Martinez,Computer Science,23,57,93,76
1031,Grace Anderson,Computer Science,18,52,93,57
1032,Ivan Williams,Electronics,25,89,78,50
1033,Bob Williams,Information Technology,21,77,81,82
1034,Grace Martinez,Electronics,23,96,72,81
1035,Tina Brown,Electronics,20,70,80,64
1036,Julia Taylor,Information Technology,22,58,85,57
1037,Paula Davis,Information Technology,20,51,90,55
1038,Laura Williams,Mechanical,19,70,95,59
1039,David Johnson,Computer Science,22,88,86,65
1040,Bob Smith,Civil,25,76,78,53
1041,Tina Brown,Electronics,19,59,90,91
1042,Rachel Williams,Electronics,25,67,95,56
1043,Bob Brown,Mechanical,23,77,78,98
1044,Michael Martinez,Computer Science,24,97,67,96
1045,Steve Miller,Information Technology,24,55,63,54
